Test Result DB
         c        Lc         t
   3.88046   4.87816  19.75812
   3.01539   3.99575  19.16837
   4.94638   6.00170   5.76779
   3.96676   2.02123   9.39194
   0.00000   4.73002  11.15390
   1.13944   1.65655   3.40700
   3.68328   0.95292  18.32987
   2.08342   0.77032  12.15671
   0.00000   4.71014  11.16010
   0.96559   8.08507   7.70841
   8.79449   2.01449  16.55316
   8.88085   5.84890   4.58717
   9.06078   5.97062  17.82291
   4.92681   8.04979  19.72069
   3.85786   4.09311  15.34175
   5.05669   5.77109   5.39890
   2.97403   3.28243  11.58149
   3.80635   8.96392  19.39360
   4.39919   6.10438   5.13382
   3.91337   6.04836  13.60450
   0.00000   4.68966   8.85915
   1.00035   8.14831   7.64623
   9.06505   4.98140  16.86343
   9.04896   8.04643  12.83935
   4.09584   4.94610  16.89942
   3.88613   7.00126   8.91779
   7.98018   4.99513  12.29853
   2.90435   6.72031   3.96873
   0.00000   4.77190   9.08517
   0.00000   5.02285  10.01599
   2.99710   8.95079  17.90364
   6.02249   3.05222   7.79657
   2.42908   5.69856   2.09073
   2.04047   8.68384  13.76314
   5.97329   2.00463  14.89606
   5.98734   5.97421   8.68410
   7.90172   5.05514   9.18015
   5.71201   7.71156  15.05999
   0.99625   1.00760  13.06467
   3.99799   4.01486   8.44182
   1.93667   4.15970   7.92381
   6.08938   6.67575  19.55906
   3.85606   8.52466   9.23950
   0.94673   3.91156  20.08221
   3.96125   9.14895  19.51578
   7.01601   3.02372  10.74395
   7.92873   4.94736  14.09622
   0.97304   4.87264   8.95587
   4.02585   5.97274   5.33587
   1.70507   2.95205   4.93689
   0.00000   4.47378  11.92664
   2.03994   7.11601  12.03813
   2.06604   2.93809  16.96733
   4.14543   4.99890   6.34395
   3.99993   3.02204  15.18118
   8.87355   3.05427   9.65376
   7.03110   7.10357   3.74897
   3.08639   3.96259  18.02163
   5.87475   6.87562  13.55784
   1.97814   9.02828  19.85814
   6.93898   8.95549  17.94096
   5.63585   7.75685   9.93478
   0.00000   4.65540  16.13423
   5.02988   8.94603  16.99872
   3.00416   7.02518  11.75170
   6.97670   3.02722  11.64874
   1.01440   8.01936  10.83827
   3.01267   3.99783   7.29498
   0.00000   4.67433  13.95847
   4.97977   8.16215  12.79601
   7.12745   6.95203  19.53451
   5.91627   5.99120  15.10274
   0.95896   2.06507  10.17728
   0.00000   4.85355  10.78234
   1.04968   4.03922   8.96822
   4.92475   6.88340   8.53117
   1.06243   4.87882  14.91253
   3.02051   1.86942  12.86306
   5.93257   1.79496  14.17167
   1.10201   8.89013  14.11404
   4.03058   7.01040  11.55521
   3.01081   6.03629   7.00467
   2.82379   3.98992   7.66615
   2.02928   5.98736  17.89773
   0.00000   5.31646   2.00525
   3.99059   4.09435  12.37937
   3.08449   4.00806  17.80537
   3.86273   6.90149  14.52673
   8.92176   3.98326  18.04414
   4.18053   1.13811  16.20816
   1.91038   2.93426   7.90208
   0.00000   4.75166  15.99206
   7.20511   4.02638  17.12561
   8.09381   5.90102   7.80848
   3.91288   5.04906  17.05729
   6.34023   8.88372  10.43978
   3.95360   7.02310   6.26428
   6.86069   3.01216  14.31553
   5.38032   7.50669   4.81241
   6.92562   2.06666  12.18633
   2.86688   8.27505  17.97395
   8.92531   5.97804   9.71102
   3.04118   4.02026  12.21273
   3.05543   2.10045  16.89884
   5.52696   7.98362  12.00544
   7.82110   3.95647  16.72120
   3.86992   6.90982   7.11524
   1.94782   6.89014   5.46229
   3.29522   6.29215   1.64754
   5.05557   2.96766  19.48839
   1.98963   6.91657   9.87668
   2.01691   3.01406   5.05057
   7.08250   1.97549  17.41491
   7.92020   3.94317  16.63701
   0.00000   4.82123  13.00793
   3.11183   4.03574  19.25216
   6.98807   1.97560  13.55677
   1.03820   4.05339  14.02093
   0.00000   4.17967   8.08863
   6.20244   3.04613  13.89809
   1.99467   1.03121  12.68457
   1.90651   3.59706   7.84695
   2.92616   7.09575  14.83620
   4.14579   2.11261  14.03841
   7.95179   5.97928  15.95464
   2.03016   3.02434  12.97352
   1.95415   5.03054  19.78108
   2.01857   5.81542   8.45064
   3.01540   1.94138  18.22065
   8.98684   5.03567  14.42018
   0.95715   7.89243  10.84921
   9.08364   7.97952  13.14247
   8.91947   7.03595   5.27236
   4.11370   9.02293   7.82621
   0.90519   6.97572   6.01580
   2.05989   3.04813   4.87462
   1.90636   4.45688   7.89934
   0.00000   5.41918  15.02899
   0.00000   3.86067   4.89677
   0.00000   5.03520   9.96087
   5.86458   5.07115  18.58586
   5.02145   3.93099   6.25651
   2.99569   8.97651  17.87509
   0.00000   5.02438   9.85365
   2.86668   6.01136  17.72346
   4.01321   6.92251  14.59875
   2.95065   3.00921  15.93166
   9.17108   3.93048  19.07377
   1.03464   6.04610  12.71939
   3.99594   5.00608  19.79002
   2.92249   5.16202  10.85370
   1.01861   0.90102  12.83322
   6.97348   2.96956   5.94944
   5.92907   6.02188   5.01365
   0.00000   4.68587   8.96090
   5.98945   5.97376  14.91072
   4.02698   4.85017  19.73860
   4.25176   8.29859   5.93828
   4.45496   3.38779   3.19407
   2.05871   2.91902  16.92284
   4.05473   3.96116  16.80270
   3.99088   7.04853   9.18171
   1.14391   7.84017   6.34234
   0.00000   4.47561  11.90953
   2.99784   8.97535  17.72980
   2.04011   1.02283  13.66070
   7.87381   4.45204   7.62776
   6.95045   4.98165  19.64801
   0.00000   4.66851   8.95523
   5.93927   4.96683  10.89061
   9.02069   2.96671  11.10233
   1.04696   2.82456   3.72859
   4.99277   5.98558  16.88322
   8.05730   5.98160   7.69161
   0.00000   4.70843   9.01851
   8.10153   3.96023  15.39653
   0.00000   4.17934   7.92068
   5.91677   8.97637  17.71823
   1.29748   7.38896   2.50164
   0.93314   1.35981   7.30129
   7.95526   6.05923   5.26387
   3.02852   5.94424  17.43337
   1.15659   2.94519   4.81434
   0.98928   8.85614  19.76565
   4.91836   4.99000   4.58384
   5.90840   5.90301  14.73356
   3.00426   3.01657  19.97350
   5.17510   7.93668  16.00335
   4.08252   3.13858   3.77197
   0.82561   2.80258   4.99739
   0.00000   4.33897  17.99356
   0.00000   5.34613  14.84818
   2.02301   6.97811  17.01587
   1.92024   8.09453   8.01213
   6.94897   2.98446   9.37625
   3.01455   3.34451  11.46911
   6.92149   4.05356  15.00495
   8.97869   4.99206  16.78636
   2.04475   3.10150   5.97870
   7.97302   1.99582  15.39122
   6.91205   7.04507   9.83385
   4.00290   4.93539  19.74100
   5.86906   1.67786  13.68848
   2.01866   6.88416   9.80613
   2.44218   5.65088   1.96203
   3.83024   6.96340   8.97886
   2.06542   3.94231  17.92749
   4.94888   4.00832  17.21064
   5.97680   6.91006   9.82407
   1.99219   7.95394  19.00002
   1.94793   9.04471   8.75103
   3.03121   1.12475  12.14346
   7.99627   6.12147   5.48752
   9.00734   4.96819  15.67590
   1.05514   4.23250  13.83429
   6.91383   8.07643  12.77630
   2.13716   5.84231   8.46420
   4.44144   8.98581  10.00606
   7.98555   2.08686  13.61930
   9.02005   3.91715  18.98009
   7.93740   5.04803  13.37646
   5.97973   9.00295  17.69023
   2.93842   5.01416  11.93136
   1.09349   4.78726  19.99213
   4.04466   5.92500   5.55042
   7.10520   2.09710  19.04837
   0.00000   4.67692   8.93655
   6.93426   1.98972  12.19057
   2.21188   5.65251   8.35542
   8.02734   5.92208  14.13760
   0.00000   4.00958   5.42511
   1.13122   5.59337   1.40884
   6.97936   4.96945  19.97403
   7.86814   5.98056   5.25105
   0.00000   4.98365  10.07794
   0.00000   4.70098  16.07604
   1.98712   8.99056  17.12866
   7.01161   5.96341  13.85592
   0.00000   4.28697   6.97777
   3.98020   6.01980  13.99225
   6.20013   8.93697  10.16953
   2.03763   1.01984  12.68773
   8.91693   1.97053  17.04373
   6.01433   4.03149  19.47288
   3.01745   7.00507  17.07495
   0.00000   4.81644  15.95258
   2.93178   8.09827   6.23474
   0.00000   5.02433   9.95738
   7.58444   7.98267  16.75906
   0.00000   4.75313  16.04481
   5.97563   3.03887   7.17868
   4.92104   5.99642   6.88808
   2.12115   5.80724   8.61434
   5.95182   3.95942  12.80098
   5.99634   4.94157  11.61676
   4.95996   6.04818   7.08817
   8.89234   6.00864  17.93221
   2.10357   9.02723   9.18892
   8.06482   3.00762  18.07898
   3.12154   7.58321  10.71431
   9.02726   6.00472   8.98429
   0.00000   4.18772   7.93936
   1.17750   5.07911  19.96897
   2.06433   0.86563   7.83984
   4.98496   4.92315  17.69754
   4.03588   4.06733  19.12551
   4.99377   6.00989  13.01209
   6.93865   1.95227  17.74696
   0.95681   8.81789  12.32751
   8.42655   5.61727   2.43788
   7.03433   5.99333   6.03503
   8.96432   4.01465   9.52258
   7.01978   4.04609  15.76028
   2.06670   8.96864   9.19564
   1.04627   6.88860   1.95714
   3.00840   5.02341   2.09041
   0.00000   4.31297  18.09793
   7.84355   2.97183  12.95802
   1.08807   8.86701  14.02618
   2.06401   2.13149   5.37875
   0.91430   6.88859  19.17769
   1.04159   3.21429  15.98368
   0.99346   4.92645   4.63758
   3.91830   2.22265  16.90283
   4.00177   5.03116  18.92662
   3.11044   6.95989  11.70737
   7.03512   6.84200   4.12241
   1.64159   6.25577   2.31478
   4.98153   6.89053   8.77207
   2.79355   3.76306   6.41924
   2.81904   2.18788  10.82700
   1.86183   5.03452   9.98709
   5.92119   6.99820  10.16527
   4.04272   4.96904  18.97856
   0.86440   1.81101   4.62313
   9.11918   8.94659  13.15607
   2.01078   7.92543  11.29189
   0.00000   4.24858   7.09772
   1.03603   1.65080  16.62919
   3.00431   3.27332  11.56004
   9.09778   3.07526  10.90258
   6.91994   4.03567   4.79917
   0.00000   4.06080   4.93388
   3.18807   1.13595  12.39382
   4.86866   5.98569   9.36578
   4.98730   5.00108   4.78643
   4.02325   6.96801   1.70950
   6.88982   4.95796   9.96427
   1.10136   4.85400  18.02928
   7.11099   2.03176  12.09408
   4.22313   7.96293  17.98660
   4.00506   4.01609  16.17643
   1.97786   6.88647  14.85523
   0.00000   5.41937  15.02013
   0.00000   4.67074   8.95418
   1.03738   8.87098  16.27202
   1.01267   6.99067  17.01998
   2.92475   1.98930  13.84601
   4.77974   8.35754   9.60013
   3.97232   2.98209  15.08121
   0.96858   5.99236  19.03888
   0.00000   4.16113   8.07798
   4.04460   0.98431  16.68951
   6.04451   3.06164  18.88013
   4.96792   7.24785   3.28578
   1.12199   8.97043  15.14395
   5.96851   4.05712   6.64240
   4.02434   0.97882  16.48888
   8.95342   4.96505  17.00988
   2.96973   9.03974  15.91255
   3.88761   4.98546  19.45152
   6.06469   3.00170  10.07024
   1.88621   3.11047   8.08558
   2.98255   3.92028  15.17135
   0.99865   1.92850  16.86461
   0.00000   4.55247  20.07004
   1.01730   8.06131  10.89359
   3.34320   6.50460   2.44377
   7.95236   3.97067   7.03215
   3.11010   7.08540   2.66306
   2.96213   3.05412  11.94729
   5.84615   5.93022  14.77976
   5.04766   3.11636   3.71396
   1.05001   2.40785   5.94520
   5.91308   6.02213   5.21761
   0.00000   4.21415   6.99144
   6.02548   4.80271   3.57389
   4.12869   8.92856  19.07094
   0.00000   5.01767  10.03132
   2.89423   3.08459   6.89028
   2.91605   7.00650   4.01631
   2.98736   7.02591  11.36877
   7.94450   4.96081   4.22704
   6.00201   7.03812  18.25557
   6.95543   5.02970  11.84996
   8.02074   5.93137   8.80729
   6.00307   5.98004  13.84571
   4.95995   7.01698  15.07865
   0.96118   5.97368  19.01119
   7.93667   1.87942  17.83335
   4.94680   4.03077  19.17145
   4.95059   6.87004   8.95011
   3.97364   6.92248   6.66682
   0.00000   4.77070  11.01752
   5.98235   3.04616  15.54385
   4.98668   5.94441   9.75045
   8.83566   5.91362   4.85477
   0.99038   3.18330   7.36514
   5.98171   4.95140   9.64920
   2.89081   2.97911  15.16744
   1.09868   4.62766  10.39341
   2.09208   6.81421  14.00181
   9.04207   7.08172   2.17740
   1.91912   6.01986   9.16248
   7.88017   5.04909   7.53858
   4.10663   4.98409  18.98096
   8.94953   4.94943   9.52018
   2.01571   3.13829   5.45536
   9.01440   4.96971   7.98038
   2.98371   3.92182  14.98565
   1.07065   5.94666  18.04976
   7.90391   2.99871  10.51859
   2.92182   4.08163  15.14073
   6.89476   2.98019  12.67805
   3.93087   1.02644  15.80218
   7.05130   4.01317  10.93242
   7.06179   4.95314  16.82552
   0.00000   4.49537  12.01122
   9.08596   8.13475   7.35712
   3.11749   1.87020   5.82866
   2.10716   7.88157  19.33228
   3.95342   6.99191  14.18536
   3.96161   8.99086  13.30929
   2.13235   1.95686  17.63577
   2.93351   9.11090  18.52736
   1.90969   4.11232   2.90376
   5.00691   5.00136  17.06013
   1.98302   5.03020  19.22799
   7.07184   7.01830  18.69446
   1.00191   4.00927  12.99380
   7.97079   3.02923  13.33181
   1.85100   6.09299   8.57168
   2.05285   2.01306  10.20950
   4.21183   8.50168   6.20090
   7.93054   6.00698  19.73518
   8.03892   2.11596  13.95045
   0.00000   4.77437  15.96156
   2.09197   3.58901   8.68257
   0.00000   4.31775  18.04135
   4.88760   6.89868   8.76638
   7.88853   3.04191  13.78245
   5.06524   5.86687   5.32428
   0.00000   4.57197  20.03324
   6.01252   6.69398  19.54441
   0.00000   4.07169   5.02476
   1.94978   5.07876  19.19270
   6.03535   5.87548  14.97547
   1.12408   6.23231   6.30567
   0.00000   4.18772   7.93936
   7.89857   4.04690   7.00792
   4.94172   6.95538  11.34358
   2.96017   5.10523  10.55096
   7.00069   2.98414   8.96162
   9.04226   4.92802   9.95102
   2.02203   2.81429  14.18165
   1.08482   8.88250  13.97375
   4.95949   3.96113   5.97080
   1.03192   8.97614  15.93698
   3.85359   6.89067  14.30227
   5.96950   6.02084  16.22319
   8.07300   6.03142  19.75784
   6.83193   2.00819  17.60547
   4.16446   2.02185  17.30527
   1.96954   3.06825   7.92376
   8.96692   5.03030  16.03872
   2.88974   2.03514  10.89556
   3.09637   5.02287  10.63701
   1.27137   1.22804   4.05087
   1.96510   9.00870  19.86965
   3.01228   7.78477  15.22213
   4.19551   8.97090  19.33395
   2.07449   6.74244  14.76280
   1.92525   2.00592  17.96796
   1.11773   2.88948   7.36344
   5.11706   8.00863  12.97560
   5.81468   3.07902   7.45540
   0.00000   4.48546  11.98056
   3.00869   5.95028   9.95490
   8.89451   4.98264  13.18972
   3.91152   7.80617  18.73281
   3.95091   4.92709  19.81486
   2.90270   6.88821   4.24005
   7.87749   7.99643  12.57109
   6.98994   7.07659   4.53501
   9.06376   2.97861  13.95206
   4.07754   4.91389  19.02556
   4.13305   2.99275  17.83556
   8.04021   4.94784  13.71564
   5.04347   5.87941   5.14151
   0.93831   8.17342   7.65049
   5.05599   3.10015  14.92757
   4.94964   7.41026   4.95825
   7.96848   4.97114   4.71782
   1.39934   9.48039   6.63867
   2.00191   7.16842  19.80013
   4.05218   3.01094  17.56681
   3.02357   8.91362  17.92694
   7.05995   3.01831  14.98432
   4.00409   4.95991  17.96854
   7.92311   3.97466   9.56937
   5.15779   2.55327   7.41555
   2.05442   8.98853  19.72038
   0.00000   4.75959  15.99212
   4.93226   1.99774  19.91940
   1.20944   7.70151   6.78637
   5.03997   6.99246  11.23378
   7.90738   5.94991   9.91527
   1.95475   9.04563  16.88594
   2.96734   6.15403  10.97182
   1.99184   4.98635  19.12061
   8.99222   4.01414  18.17135
   7.97360   4.95461  16.33030
   3.00499   2.05435  16.15606
   3.37197   8.55754  10.12194
   4.20052   2.08330  14.20190
   0.00000   4.71131  11.21504
   6.39899   8.09810  10.62438
   4.18790   2.01747  17.15916
   0.00000   4.68639  16.07168
   4.14916   1.12181  15.67012
   6.93447   6.01022  11.89678
   1.94189   7.95633  10.80988
   1.09794   6.32646   6.11386
   0.00000   4.69994   8.96133
   0.00000   5.02902   9.95587
   5.79803   6.99396  13.84393
   1.31821   7.69515   6.48131
   3.00659   6.98657  18.08245
   3.94007   2.03977  14.09916
   1.98293   7.98375   7.51431
   4.98960   8.95807  17.15033
   3.95787   1.00059  15.78756
   1.14843   5.75299   3.25304
   8.11160   1.99232  15.55141
   0.00000   4.67731   8.97246
   5.98180   3.93972   8.17144
   3.02637   3.17028   5.63641
   8.89517   5.06578   5.46944
   2.02462   1.13231  12.23876
   8.03156   5.88996  19.54142
   0.00000   4.59754  19.93363
   8.98754   5.05165  14.57157
   1.03861   8.85375  12.06470
   5.06395   6.01207   7.32929
   3.94136   6.94828  17.72205
   5.06792   3.03350  18.89232
   4.86784   5.09686   6.58319
   8.73425   5.19436   4.74541
   6.05487   6.08073  14.98491
   0.01316   3.97298   4.91275
   3.03966   7.21066  17.24022
   7.90567   4.04632   8.62623
   6.07765   4.88567   9.68638
   7.96920   6.91624   3.32292
   2.13785   7.22846  19.88540
   0.00000   4.71797  16.07621
   5.96994   4.99251   9.87965
   1.00353   4.82967  11.79847
   3.99059   5.89873  11.44040
   4.14030   1.04113  15.74930
   6.04131   4.99207  15.73829
   2.97853   7.02752  19.92987
   1.98669   0.96701  13.33905
